id,language,tweet is reply,number of hashtags in tweet,number of cashtags in tweet,number of mentions in tweet,number of urls in tweet,number of photos in tweet,number of videos in tweet,presence of quoted tweet in tweet,number of replies to tweet,number of retweets to tweet,number of likes to tweet,number of words in tweet,number of special characters (ASCII) in tweet,number of non-ASCII characters in tweet,number of uppercase characters in tweet,number of digits in tweet,language in tweet is english,polarity of tweet,subjectivity of tweet,bot,number of tweets
3658320441,en,0.97,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.18,0.0,0.08,8.18,2.33,24.46,3.33,2.05,0.38,0.0,0.0,1,39
23249874,en,0.0,0.0,0.0,0.27,0.98,0.02,0.02,0.0,0.01,0.03,0.02,11.91,2.17,0.27,7.38,0.4,0.98,0.06,0.3,0,664
712508506788741125,en,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,8.0,0.0,1.0,-0.56,1.0,1,1
25029972,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,7.5,0.0,6.0,3.0,0.5,-0.12,0.28,0,2
391427748,en,0.0,0.72,0.0,0.0,0.0,0.97,1.0,0.0,0.03,0.19,4.03,11.25,1.75,0.19,8.47,0.58,1.0,0.12,0.24,1,36
845415022540967936,en,0.85,0.29,0.0,0.23,0.25,0.0,0.0,0.39,0.08,0.05,0.51,11.47,4.14,0.74,6.39,0.15,0.95,0.02,0.28,0,605
157593577,en,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,0.2,1.0,2.4,1.0,-0.1,0.2,0,5
254110487,en,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.09,0.09,1.0,3.0,13.0,0.0,0.0,1.0,0.0,0.0,0,11
1606462026,en,0.13,0.01,0.0,0.0,0.25,0.08,0.11,0.08,0.17,0.18,1.61,6.42,0.37,0.47,1.18,0.23,0.9,0.02,0.24,0,361
29190591,en,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,1.25,20.62,4.62,0.88,7.88,0.25,1.0,0.1,0.31,1,8
37143226,en,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,10.0,2.0,0.0,1.5,0.0,1.0,-0.15,0.1,1,2
565578386,en,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.0,0.5,0.07,0.25,1,2
46523472,en,0.0,0.16,0.0,0.64,1.0,0.0,0.0,0.0,0.04,0.0,0.08,15.68,3.04,0.24,7.32,0.96,0.96,0.03,0.31,0,25
36715673,en,0.0,1.25,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.25,26.0,6.5,0.0,7.75,0.5,1.0,-0.1,0.34,1,4
2455618200,en,0.18,0.0,0.0,0.03,0.03,0.15,0.15,0.19,0.11,0.74,3.32,7.78,1.12,0.78,2.22,0.1,0.78,0.11,0.33,0,72
2434283936,en,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,1.21,1.38,5.0,0.49,0.72,1.26,0.26,0.72,0.03,0.22,0,39
1569054414,en,0.64,0.03,0.0,0.06,0.0,0.09,0.12,0.15,0.27,0.45,4.55,8.03,1.48,1.27,3.36,0.52,1.0,0.0,0.21,0,33
828705262835863555,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,0.0,5.0,0.0,1.0,0.04,0.61,1,1
81381286,en,0.5,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.5,9.0,1.25,1.25,4.0,1.0,1.0,0.04,0.11,1,4
2716224214,en,0.2,0.0,0.0,0.0,0.0,0.03,0.02,0.29,0.24,0.36,2.78,9.34,1.53,0.43,2.15,0.12,0.91,0.0,0.35,0,91
2631709828,en,0.87,0.09,0.19,0.13,0.04,0.04,0.04,0.08,1.85,0.77,11.9,21.12,6.62,0.35,6.71,0.97,0.94,0.1,0.39,0,2317
390404908,en,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,3.58,0.18,3.27,0.0,1.0,0.33,0.53,1,99
20072733,en,0.38,1.69,0.0,0.01,0.0,0.05,0.05,0.07,0.17,0.17,5.78,18.66,4.62,1.99,9.15,0.83,0.94,0.03,0.36,1,87
701745098,en,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0,1
215081388,en,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
779171437,en,0.71,0.01,0.0,0.03,0.01,0.01,0.01,0.02,0.59,0.05,0.94,12.7,2.78,0.32,3.47,0.52,0.84,-0.02,0.3,0,87
2275963338,en,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,10.5,4.0,2.0,3.0,2.0,1.0,0.17,0.9,1,2
2391680510,en,0.08,0.01,0.0,0.01,0.0,0.09,0.07,0.09,0.07,0.25,1.25,6.5,0.23,0.29,0.54,0.18,0.85,0.02,0.21,0,381
1012652790,en,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.2,7.8,2.0,0.6,0.8,0.0,0.6,-0.04,0.16,0,5
149460525,en,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
526600057,en,0.56,0.03,0.0,0.13,0.0,0.12,0.12,0.0,0.28,0.04,0.69,5.7,1.94,0.7,2.95,0.51,0.65,0.06,0.17,0,159
77082759,en,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,7.5,4.0,0.0,7.0,0.0,1.0,0.1,0.1,0,2
2849456408,en,0.17,0.21,0.0,0.01,0.09,0.22,0.24,0.34,0.17,0.19,0.81,5.05,1.09,0.35,1.87,0.34,0.84,0.04,0.18,0,502
423817890,en,0.62,0.17,0.0,0.12,0.05,0.1,0.11,0.08,0.43,0.19,1.54,6.88,1.98,0.95,4.16,1.03,0.76,0.03,0.2,0,246
116092827,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
21040972,en,0.86,0.14,0.29,0.0,0.14,0.14,0.14,0.0,0.0,0.0,0.14,10.14,3.29,0.14,8.86,0.43,1.0,0.29,0.38,1,7
24024918,en,0.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,6.8,1.2,7.0,0.0,1.0,0.3,0.51,0,5
789442298622783489,en,0.81,0.0,0.0,0.04,0.1,0.0,0.0,0.06,0.17,0.33,4.06,16.46,4.46,0.1,6.46,0.88,0.94,-0.04,0.35,1,48
45016932,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,3.0,0.0,9.0,0.0,1.0,-0.25,0.25,1,1
2885639245,en,0.17,0.0,0.75,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.25,2.58,1.42,0.08,3.08,0.58,0.58,0.01,0.19,0,12
61299472,en,0.45,0.58,0.0,0.03,0.0,0.23,0.21,0.0,0.41,0.01,0.42,19.99,4.08,1.91,4.56,0.67,0.94,0.07,0.39,0,78
2334560850,en,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.5,12.0,3.0,1.5,4.0,0.0,1.0,0.0,0.05,1,2
42606385,en,0.8,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,26.0,7.1,0.0,12.5,0.2,1.0,0.06,0.29,1,10
76508415,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,10.0,4.5,0.0,5.5,1.0,0.5,0.25,0.25,1,2
154375254,en,0.78,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.22,21.44,6.44,0.0,3.89,0.44,1.0,0.16,0.38,1,9
855278473845260288,en,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,3.2,1.8,4.6,3.2,0.4,0.2,0.0,0.0,1,5
771461135157620736,en,0.35,0.0,0.0,0.06,0.0,0.08,0.08,0.14,0.27,0.53,4.14,9.86,1.43,0.51,2.31,0.2,0.92,0.03,0.37,0,51
472606915,en,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,4.0,6.0,0.0,1.0,-0.07,0.5,1,1
175351663,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,0.0,3.0,4.0,1.0,0.35,0.65,1,1
618471986,en,0.22,0.02,0.0,0.0,0.01,0.03,0.03,0.35,0.2,0.05,0.94,14.26,0.9,0.66,1.47,0.2,0.91,0.03,0.36,0,209
110240911,en,0.59,0.24,0.16,0.09,0.1,0.55,0.4,0.19,0.28,0.06,0.53,14.89,7.05,2.35,6.23,0.59,0.9,0.11,0.32,0,977
176597920,en,0.42,0.09,0.35,0.06,0.11,0.05,0.05,0.22,0.31,0.02,0.66,13.31,3.57,0.3,5.03,0.9,0.86,0.04,0.3,0,1700
1532658708,en,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,5.5,8.5,0.5,1.0,5.5,2.0,0.5,0.35,0.3,0,2
3305562861,en,0.47,0.0,0.0,0.0,0.05,0.08,0.08,0.04,0.27,0.34,1.82,9.43,0.9,0.39,2.16,0.35,0.89,0.04,0.31,0,524
2735401726,en,0.69,0.08,0.0,0.0,0.0,0.23,0.23,0.08,0.46,0.0,0.31,8.15,2.69,0.46,2.08,0.15,1.0,0.12,0.21,0,13
370973616,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,5.0,0.0,18.0,0.0,1.0,-0.08,0.76,1,1
14910839,en,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,14.5,4.0,0.0,3.0,0.5,0.5,0.12,0.15,0,2
29278206,en,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.5,0.04,0.15,0,2
33286321,en,0.0,0.0,3.99,0.0,0.85,0.0,0.0,0.01,0.05,0.01,0.12,25.94,7.48,0.0,24.83,2.57,1.0,0.34,0.56,0,2927
302442243,en,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.83,8.33,1.33,0.0,3.83,1.33,1.0,0.11,0.18,1,6
713039970680881153,en,0.08,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.07,0.07,0.41,6.8,0.48,0.28,1.15,0.13,0.8,0.05,0.28,1,165
295405238,en,0.59,0.0,0.0,0.01,0.09,0.11,0.34,0.14,0.2,0.25,4.74,7.46,1.98,0.46,3.26,0.54,0.9,0.03,0.17,0,798
2841845419,en,0.75,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.25,0.0,1.75,3.25,1.0,1.25,1.25,0.25,0.75,0.2,0.27,0,4
38686685,en,0.15,0.13,0.0,0.07,0.56,0.2,0.2,0.02,0.03,0.04,0.32,7.59,1.44,0.11,3.18,0.67,0.96,0.08,0.18,0,123
634876024,en,0.71,0.05,0.0,0.02,0.0,0.02,0.02,0.0,0.37,0.23,1.52,6.01,1.6,0.85,3.03,0.87,0.71,0.06,0.22,0,126
872471692634972160,en,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,8.5,1.0,3.67,7.5,0.5,0.83,-0.02,0.37,0,6
374408472,en,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0,1
2696262463,en,0.26,0.0,0.0,0.01,0.09,0.04,0.04,0.1,0.23,0.76,4.46,7.56,1.52,1.58,3.09,0.23,0.79,0.07,0.29,0,200
439785709,en,0.3,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.12,0.73,8.21,5.3,0.82,0.64,1.91,0.15,0.67,0.06,0.22,0,33
15281391,en,0.01,0.1,0.42,0.36,0.79,0.09,0.27,0.04,0.56,2.14,5.73,15.44,4.59,0.16,6.6,2.1,0.97,0.06,0.28,0,6016
234090300,en,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,0.0,14.0,0.0,1.0,0.2,0.4,1,2
303161755,en,0.07,0.09,0.02,0.59,0.97,0.1,0.1,0.06,0.06,0.56,0.47,16.64,3.26,0.29,4.75,0.65,0.97,0.08,0.22,0,106
1963657868,en,0.12,0.25,0.0,0.25,0.88,0.25,0.25,0.0,0.0,0.0,0.0,9.12,2.12,6.25,5.5,0.0,0.62,0.09,0.33,1,8
231417563,en,0.2,0.1,0.0,0.1,0.2,0.0,0.0,0.6,0.2,0.0,0.2,8.0,2.4,1.0,2.8,0.2,0.9,0.03,0.35,0,10
300106265,en,0.77,0.0,0.03,0.15,0.25,0.0,0.0,0.05,0.09,0.03,1.45,9.78,3.25,0.25,4.46,0.17,0.9,0.19,0.33,0,100
750672565,en,0.28,0.07,0.0,0.04,0.1,0.08,0.07,0.13,0.26,1.27,5.63,9.34,1.6,1.22,5.07,0.36,0.84,0.08,0.3,0,454
21068839,en,0.85,0.02,0.0,0.11,0.15,0.01,0.01,0.0,0.09,0.29,1.28,24.8,5.36,0.04,10.86,0.67,0.99,-0.01,0.4,0,123
2389804484,en,0.21,0.0,0.0,0.14,0.0,0.32,0.13,0.39,0.33,0.98,6.43,9.68,1.64,1.82,3.32,0.42,0.83,0.18,0.33,0,111
1335512312,en,0.55,0.01,0.0,0.0,0.0,0.55,0.55,0.42,0.02,0.12,0.31,6.96,2.47,1.43,3.3,0.86,0.91,0.03,0.14,1,274
3278201701,en,0.43,0.13,1.25,0.17,0.01,0.14,0.14,0.02,0.23,0.07,0.64,18.72,6.43,0.53,9.39,1.37,0.94,0.1,0.37,0,993
619459776,en,0.47,0.01,0.0,0.01,0.04,0.02,0.01,0.15,0.36,0.2,2.03,9.27,1.12,0.61,2.52,0.45,0.8,0.05,0.29,0,298
18587683,en,0.7,0.14,0.38,0.23,0.03,0.01,0.01,0.05,0.24,0.15,0.79,16.56,5.44,0.17,7.7,0.86,0.89,0.01,0.37,0,2931
31455275,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,0.17,0.17,0,1
446384064,en,0.0,1.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,3.0,5.0,1.0,0.0,0.0,1,2
731084972145180672,en,0.47,0.07,0.0,0.0,0.27,0.0,0.0,0.13,0.07,0.0,0.53,10.73,2.07,0.0,3.27,1.07,0.8,0.03,0.17,0,15
153159815,en,0.72,0.01,0.0,0.01,0.27,0.0,0.0,0.25,0.19,0.06,1.28,12.3,4.2,0.39,5.25,0.48,0.88,0.05,0.33,0,482
34413897,en,0.66,0.16,0.0,0.05,0.17,0.03,0.02,0.11,0.3,0.04,0.66,14.23,5.85,1.28,4.93,0.54,0.88,0.14,0.32,0,1517
2268192505,en,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0,1
14493694,en,0.95,0.0,0.0,0.01,0.05,0.05,0.05,0.04,0.7,0.05,2.54,24.29,8.64,3.46,6.95,2.66,0.07,0.01,0.1,0,168
58847621,en,0.07,0.02,0.0,0.27,0.51,0.07,0.07,0.34,0.01,0.05,0.05,13.86,2.47,0.18,7.44,0.55,0.97,-0.04,0.28,0,654
279307925,en,0.35,0.09,0.0,0.09,0.0,0.02,0.02,0.11,0.09,0.14,1.02,12.2,1.61,0.89,3.39,0.44,0.85,0.07,0.35,0,66
595851470,en,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,24.0,6.0,0.0,1.0,0.0,0.0,1,1
2827195476,en,1.0,0.0,0.0,0.09,0.18,0.18,0.18,0.0,0.27,0.0,0.45,16.18,5.55,1.0,6.45,0.18,0.82,-0.1,0.39,0,11
2453301956,en,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,0.0,1.0,0.5,0.6,1,1
213936621,en,0.0,0.14,0.0,0.36,0.98,0.01,0.01,0.0,0.0,0.01,0.11,11.57,1.87,0.23,6.13,0.95,0.99,0.05,0.21,0,98
1068770988,en,0.84,0.02,0.24,0.07,0.0,0.08,0.08,0.01,0.17,0.0,0.34,12.72,3.11,0.29,3.77,0.7,0.82,0.05,0.3,0,106
281844780,en,0.06,0.79,0.0,0.0,0.11,0.1,0.16,0.03,0.01,0.0,0.16,8.79,2.56,0.05,4.46,0.39,0.78,0.03,0.28,0,99
783802810194235392,en,0.94,0.03,0.0,0.26,0.03,0.0,0.0,0.06,0.35,0.03,2.71,26.0,7.87,0.0,7.61,3.74,0.87,0.13,0.46,1,31
3011254314,en,0.87,0.02,0.0,0.02,0.07,0.01,0.01,0.01,0.45,0.13,1.0,14.4,5.37,0.28,5.59,1.33,0.88,0.11,0.33,0,1909
357567715,en,0.33,0.6,0.0,0.0,0.53,0.4,0.4,0.13,0.2,0.27,1.6,9.2,2.8,0.33,3.53,0.0,0.93,0.16,0.32,0,15
2567768220,en,0.39,0.0,0.0,0.03,0.0,0.0,0.0,0.16,0.26,0.95,2.39,5.71,1.53,0.5,0.42,0.29,0.66,0.01,0.15,0,38
399756987,en,0.5,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.17,0.17,1.0,5.0,2.83,1.0,3.5,0.33,0.33,-0.08,0.18,0,6
2869088739,en,0.01,0.02,0.0,1.01,0.99,0.0,0.0,0.0,0.01,0.08,1.9,7.57,4.2,1.69,1.86,6.55,0.25,0.01,0.01,1,183
101552521,en,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,51.0,19.0,1.0,13.0,7.0,1.0,0.0,0.0,1,1
2958713982,en,0.2,0.03,0.0,0.03,0.0,0.01,0.03,0.08,0.78,12.22,78.41,8.3,0.99,0.65,2.85,0.47,0.81,0.12,0.22,0,74
351811927,en,0.58,0.03,0.0,0.1,0.22,0.1,0.1,0.06,0.09,0.09,0.78,9.81,1.44,0.74,5.42,0.62,0.84,0.05,0.23,0,144
31064165,en,0.15,0.09,0.27,0.0,0.16,0.01,0.01,0.18,0.82,1.51,5.34,10.17,2.2,0.08,4.14,1.07,0.87,0.03,0.22,0,1724
243801041,en,0.86,0.0,0.43,0.05,0.03,0.08,0.08,0.05,0.89,0.08,1.43,20.7,4.81,0.19,5.51,0.95,0.89,0.11,0.37,0,37
703242586,en,0.99,0.0,0.0,0.0,0.01,0.05,0.05,0.0,0.23,0.04,0.68,11.78,4.39,0.03,5.5,1.51,0.88,0.06,0.4,0,103
56780165,en,0.0,0.04,0.0,0.0,0.96,0.0,0.0,0.0,0.04,0.0,0.2,5.64,3.89,0.6,1.24,0.0,0.91,0.01,0.23,0,45
225325891,en,0.13,0.6,0.2,0.2,0.73,0.0,0.0,0.0,0.27,0.0,0.0,11.53,3.27,0.4,4.53,0.33,1.0,0.41,0.55,0,15
793082593029816320,en,0.0,0.67,0.0,0.17,1.17,0.0,0.0,0.0,0.17,0.0,0.17,13.33,6.17,0.5,5.5,3.0,1.0,0.65,0.54,0,6
478016214,en,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,23.33,4.0,0.0,4.67,0.0,1.0,0.29,0.54,1,3
370940248,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,3.0,0.0,1.0,0.14,0.45,1,1
64247856,en,0.4,0.0,0.03,0.05,0.22,0.26,0.21,0.19,0.36,0.22,2.17,17.22,4.34,0.24,2.57,0.57,0.88,0.12,0.37,0,58
195267221,en,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,10.0,0.0,1.0,-0.1,0.2,1,1
393638656,en,0.33,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,10.67,1.33,2.67,4.0,1.33,0.67,0.22,0.42,0,3
1431723019,en,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1,1
2788918732,en,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.67,11.33,2.5,0.0,3.83,0.83,1.0,-0.17,0.38,1,6
19717430,en,0.35,0.0,0.76,0.05,0.13,0.15,0.13,0.13,0.7,0.72,3.83,16.24,4.89,0.15,11.59,2.0,0.89,0.06,0.3,0,892
965544500,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,7.0,2.5,0.0,2.0,0.0,1.0,-0.01,0.36,1,4
297443088,en,0.57,0.05,0.0,0.01,0.0,0.02,0.01,0.2,0.47,0.38,0.54,14.0,1.91,0.06,3.99,0.5,0.92,0.03,0.3,0,240
10415712,en,0.46,0.25,0.0,0.06,0.11,0.23,0.23,0.04,0.64,1.19,2.25,11.59,3.4,0.34,3.46,0.86,0.88,0.07,0.31,0,652
1598902998,en,0.32,0.0,0.0,0.01,0.06,0.24,0.19,0.1,0.2,0.18,2.61,7.62,1.11,0.84,2.38,0.29,0.81,0.03,0.23,0,1428
37651792,en,0.88,0.04,0.0,0.02,0.03,0.0,0.0,0.04,0.08,0.02,0.5,8.86,3.02,0.89,4.21,0.44,0.75,0.15,0.24,0,101
357744370,en,0.03,8.09,0.0,0.01,0.88,0.04,0.04,0.05,0.0,0.05,0.28,17.28,11.12,0.74,4.58,0.18,0.88,0.07,0.21,1,76
48216268,en,0.0,1.09,0.0,0.06,1.38,0.0,0.0,0.0,0.0,0.0,0.02,16.83,6.51,0.19,12.49,2.49,1.0,0.39,0.52,1,47
1527030852,en,0.45,0.03,0.0,0.0,0.03,0.23,0.23,0.23,0.13,0.16,1.65,5.65,0.87,0.35,1.45,0.1,0.84,-0.03,0.26,0,31
841780155118895105,en,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,2.33,3.33,0.33,1.33,1.0,0.67,0.67,-0.1,0.1,0,3
2893663793,en,0.38,0.12,0.0,0.0,0.0,0.12,0.12,0.38,0.25,0.62,8.88,10.38,6.25,1.5,7.62,0.0,0.88,0.14,0.33,1,8
766311361211228161,en,0.89,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.67,0.11,0.56,6.78,1.78,0.22,3.11,0.11,0.89,0.11,0.27,1,9
2803914671,en,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,3.0,3.0,1.5,1.0,0.5,0.0,1.0,0.4,0.5,0,2
816018032971644933,en,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.12,0.06,0.32,2.09,11.85,0.53,1.97,2.15,0.53,0.91,0.13,0.38,0,34
30623936,en,0.52,0.0,0.0,0.03,0.06,0.15,0.16,0.09,0.3,0.09,0.67,7.2,1.7,0.54,6.06,0.34,0.81,0.04,0.27,0,568
816542821,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,4.0,0.0,1.0,0.17,0.39,1,1
25676546,en,0.63,0.16,0.0,0.12,0.03,0.06,0.06,0.19,0.24,0.01,0.52,8.96,2.56,0.04,4.27,0.81,0.82,0.1,0.32,0,139
35896080,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,3.5,3.75,2.5,0.0,0.0,0.0,0.0,1,4
245136031,en,0.39,0.15,0.0,0.05,0.15,0.04,0.04,0.12,0.13,0.12,0.75,4.04,1.4,0.6,1.83,1.17,0.87,0.04,0.11,1,181
272872377,en,0.0,2.67,0.0,0.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.33,9.0,0.0,9.0,4.0,1.0,0.0,0.33,1,3
935276388,en,0.18,1.55,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.36,10.0,3.91,0.09,2.82,0.0,1.0,0.24,0.43,0,11
775162812448534528,en,0.98,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.02,0.82,25.42,7.39,0.0,7.93,2.24,0.97,0.05,0.42,0,339
1614290886,en,0.12,0.0,0.0,0.0,0.0,0.12,0.12,0.38,0.12,0.0,0.62,25.0,6.12,16.0,9.75,1.62,0.88,0.13,0.28,0,8
52758593,en,0.0,0.0,0.0,0.8,0.8,0.2,0.2,0.0,0.0,0.0,0.8,6.2,0.8,0.0,4.6,2.8,0.8,0.2,0.26,0,5
272651307,en,0.34,0.43,0.0,0.27,0.05,0.02,0.02,0.32,0.34,0.06,1.07,15.59,4.79,8.68,3.8,1.34,0.16,0.06,0.1,0,97
883535942023360513,en,0.08,0.21,1.92,0.54,0.88,0.08,0.08,0.04,0.0,1.04,0.67,12.46,4.46,0.0,17.25,1.42,0.83,0.18,0.34,0,24
116650953,en,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,10.0,4.0,1.0,0.0,1.0,1,1
816383894912057344,en,0.03,0.0,0.0,0.47,0.69,0.0,0.0,0.0,0.03,0.03,0.06,9.41,3.81,0.0,12.09,1.47,0.97,-0.02,0.3,0,32
3032161168,en,0.25,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,10.5,3.0,0.5,5.0,0.0,1.0,0.17,0.31,1,4
3437044841,en,0.0,0.0,6.83,0.0,0.72,0.0,0.0,0.0,0.0,0.01,0.05,22.08,8.7,0.0,41.25,2.81,1.0,0.23,0.73,0,508
823673989,en,0.11,0.56,0.0,0.0,0.0,0.22,0.22,0.0,0.0,0.22,1.33,13.89,2.89,0.22,1.33,0.33,0.89,-0.12,0.42,1,9
24483999,en,0.23,0.0,0.0,0.01,0.02,0.07,0.07,0.6,0.29,0.2,0.45,7.03,1.1,0.49,2.06,0.35,0.82,0.03,0.25,0,1965
722811941694095360,en,0.61,0.05,0.0,0.03,0.0,0.25,0.25,0.16,0.34,0.35,2.55,5.35,1.09,0.88,2.13,0.44,0.75,0.03,0.25,0,77
1954596482,en,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.01,0.03,8.78,1.36,0.3,11.59,1.36,0.89,0.04,0.25,0,501
238374273,en,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.12,0.15,0.51,14.5,1.42,2.27,2.89,0.4,0.91,0.15,0.45,0,590
371768746,en,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,10.5,3.5,0.0,6.0,2.0,1.0,0.03,0.38,1,2
313535420,en,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.67,8.67,1.33,0.0,1.33,0.0,1.0,0.67,0.67,0,3
310643621,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.5,0.0,0.0,0.0,0.0,1,2
58805212,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,4.25,2.25,0.0,1.75,0.0,0.0,0.51,0.62,0,4
