id,language,number of days between account creation and account labelling,presence of digits in name,presence of special characters (ASCII) in name,presence of non-ASCII characters in name,length of name,presence of digits in screen name,length of screen name,presence of url,number of followers,number of friends,number of listed,number of favourites,number of statuses,verified account,presence of banner,presence of default profile,presence of default profile image,number of urls in description,number of hashtags in description,number of cashtags in description,number of mentions in description,number of words in description,number of special characters (ASCII) in description,number of non-ASCII characters in description,number of uppercase characters in description,number of digits in description,language in description is english,polarity of description,subjectivity of description,bot
387343547,en,2140,0,0,0,10,1,11,0,49,139,1,1854,2923,0,1,1,0,0,0,0,0,11,2,0,1,0,1,0.2,0.3,0
915677660,en,2323,0,1,0,14,0,13,0,716,1590,5,2579,7229,0,1,0,0,0,0,0,0,15,6,0,0,4,1,0.17,0.2,1
380068884,en,2791,0,0,1,11,0,13,1,1089,281,161,103550,111819,0,1,0,0,0,0,0,0,7,0,2,3,0,1,0.0,0.0,1
862690058,en,1763,0,0,0,12,1,14,0,0,36,2,2244,2245,0,0,1,0,0,0,0,0,21,3,0,1,0,1,-0.38,0.65,1
132148641,en,3099,0,0,0,12,1,7,0,8,180,0,829,1234,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
825131498,en,1771,0,0,0,14,0,13,0,6,0,0,265,444,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
3323567832,en,1365,0,0,1,14,0,8,0,367,103,6,55487,25548,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0
772269876790657024,en,299,0,0,0,14,0,14,0,1,0,0,99,244,0,0,1,0,0,0,0,0,9,7,0,10,0,0,0.0,0.0,0
394667524,en,2135,0,1,0,10,1,14,0,404,0,2,1567,4417,0,0,0,0,0,2,0,0,27,7,1,4,0,1,-0.25,0.5,0
394821059,en,2135,0,0,0,15,1,15,0,15,0,0,2394,3315,0,1,1,0,0,0,0,0,4,0,0,1,0,1,0.0,0.0,1
355038280,en,2792,0,0,0,5,0,13,0,566,1976,3,2315,3695,0,0,0,0,0,0,0,0,4,0,0,2,0,1,0.0,0.0,1
174608245,en,2577,1,0,0,8,1,8,0,15,0,0,1306,519,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
1457332489,en,1546,0,0,0,8,0,12,0,3,17,0,1162,1702,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
520921238,en,1986,0,0,0,18,0,13,1,2,0,1,2101,2920,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
64033665,en,2938,0,0,0,12,0,10,0,16,0,0,1580,2252,0,0,1,0,0,0,0,0,2,1,0,2,0,1,0.0,0.0,1
899621467876245505,en,14,0,0,1,16,1,15,0,0,0,0,70,94,0,0,1,0,0,0,0,0,1,2,24,1,0,0,0.0,0.0,0
316058580,en,2258,0,0,0,14,0,11,0,365,388,2,2449,11844,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
82242615,en,3108,0,0,0,8,0,12,1,11,37,0,1403,2047,0,0,0,0,0,0,0,0,19,2,0,1,0,1,-0.16,0.58,1
29040347,en,3695,0,0,0,14,0,12,1,1998,676,117,76853,119688,0,1,0,0,0,0,0,0,18,8,19,3,0,1,0.6,1.0,0
877405472747401217,en,28,0,0,1,14,1,13,0,0,0,0,60,394,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
615996522,en,2071,0,0,0,14,0,14,0,62,348,2,8294,9225,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
22574354,en,3723,0,0,0,8,1,8,0,28,170,0,2178,3816,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
3289035302,en,1394,0,0,0,8,0,9,1,142,126,0,6753,2362,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
2259090456,en,1814,0,0,0,2,0,8,0,101,210,3,9100,8801,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
393718987,en,2137,0,0,0,8,1,10,0,18,0,3,2090,3022,0,0,1,0,0,0,0,0,15,0,0,0,0,1,0.2,0.2,1
1444051724,en,1551,0,0,0,10,1,14,0,29,173,3,1367,1901,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
875828205004967937,en,32,0,0,1,14,1,15,0,0,0,0,20,133,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
2405726496,en,1192,0,0,1,6,0,9,1,10,0,0,1078,1118,0,1,0,0,0,0,0,0,22,9,0,0,0,1,-0.22,0.53,1
219024132,en,2466,0,0,0,13,0,12,1,144,799,4,2368,3563,0,0,1,0,0,0,0,0,2,1,0,2,0,1,0.0,0.0,1
483377804,en,1984,0,0,0,10,1,15,0,17,30,0,1793,3025,0,1,0,0,0,0,0,0,26,9,0,6,0,1,0.11,0.36,1
276389493,en,2686,0,0,0,8,0,9,0,13,23,1,2090,3037,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.8,1.0,1
826447137965617153,en,282,0,0,0,7,1,15,0,0,0,0,25,573,0,1,1,0,0,0,0,0,10,4,0,2,0,1,0.0,0.0,1
780254624,en,2457,0,0,0,3,0,10,1,624,820,23,16205,26588,0,1,0,0,0,0,0,0,8,5,0,6,0,1,0.0,0.12,0
877410187191046144,en,28,0,0,1,13,1,12,0,0,0,0,68,410,0,0,1,0,0,0,0,0,12,0,47,0,0,0,0.0,0.0,1
724770410961592320,en,1117,0,0,1,1,0,9,0,250,123,5,44822,20536,0,1,1,0,0,0,0,0,6,0,0,0,0,1,1.0,0.3,0
17243785,en,3205,0,0,0,11,0,9,0,405,513,16,1699,1947,0,0,0,0,0,0,0,0,11,5,0,4,1,1,0.1,0.1,0
862631150,en,1763,0,0,0,12,1,15,0,1,101,1,2243,2243,0,0,1,0,0,0,0,0,23,2,0,4,0,1,0.21,0.64,1
772106815261839361,en,299,0,0,0,14,1,15,0,0,0,0,131,246,0,0,1,0,0,0,0,0,1,0,13,0,0,0,0.0,0.0,0
461622983,en,2683,0,1,1,3,0,14,1,618,513,6,15464,21069,0,1,0,0,0,0,0,1,6,12,2,2,2,0,0.0,0.0,0
20197770,en,3753,0,0,0,8,0,7,1,1125,830,42,18347,48998,0,1,0,0,0,1,0,4,9,9,2,17,1,1,0.0,0.0,0
1024551746,en,1708,0,0,0,15,0,10,0,16,0,1,2270,3419,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
705569737510506497,en,1134,0,0,0,13,1,14,0,15,35,0,697,636,0,1,1,0,0,0,0,0,4,4,0,5,0,1,0.0,0.0,1
22805168,en,3720,0,0,1,5,0,9,0,183,317,3,3131,5033,0,1,0,0,0,0,0,0,2,0,1,1,0,1,0.0,0.0,0
56275001,en,3574,0,0,0,15,0,9,0,453,256,36,996,4967,0,1,0,0,0,0,0,5,23,13,0,18,0,1,0.14,0.26,0
467167506,en,2039,0,0,0,11,1,7,0,23,11,0,2316,3518,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
2876033702,en,1619,0,0,0,10,0,10,1,495,436,3,17150,13870,0,1,0,0,0,0,0,0,3,1,1,2,0,0,0.0,0.0,0
377628857,en,2415,0,0,0,4,0,13,1,313,291,3,4845,23623,0,1,0,0,0,0,0,0,8,1,0,0,2,1,0.1,0.25,1
17719672,en,3823,0,0,0,5,1,9,0,4765,2806,139,163064,309333,0,1,1,0,0,3,0,0,13,8,0,13,7,1,1.0,0.3,1
210862918,en,3016,1,0,0,7,1,7,0,5573,314,182,57182,33328,0,1,1,0,0,0,0,0,15,7,0,0,0,1,0.0,0.14,0
859271495050117120,en,745,0,0,0,7,0,9,0,534,232,1,2699,1522,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
24878730,en,3713,0,0,0,11,0,11,1,1902,705,46,1537,3983,0,1,0,0,1,0,0,1,22,8,0,18,0,1,0.0,0.0,0
890095184389824512,en,42,0,0,0,12,0,12,0,0,0,0,366,680,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
3858124103,en,1317,0,0,0,4,1,12,1,453,353,4,11288,3540,0,1,1,0,0,0,0,0,2,0,0,2,0,0,0.0,0.0,0
3505642829,en,1341,0,0,0,16,1,15,1,81,70,0,1471,1462,0,1,1,0,0,0,0,1,11,4,9,12,9,1,0.16,0.54,1
392228721,en,2086,0,0,0,11,1,10,0,28,0,0,6,136,0,0,1,0,0,0,0,0,3,0,0,3,0,1,0.0,0.0,0
1152287394,en,1661,0,0,0,12,1,10,0,15,0,0,2122,2939,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
359419702,en,2195,0,0,0,15,0,12,0,12,0,0,1601,2691,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
1596377593,en,2132,0,0,1,8,0,14,1,214,173,2,3292,2309,0,1,1,0,0,0,0,0,1,0,2,0,0,1,0.0,0.0,0
69279477,en,2996,0,1,0,13,0,7,1,277,241,3,47,7585,0,1,0,0,0,0,0,0,8,0,1,2,0,1,0.8,1.0,0
779700952009940992,en,346,0,0,0,12,1,15,0,1,0,0,390,794,0,0,1,0,0,0,0,0,13,4,0,7,0,1,0.33,1.0,0
526515883,en,1987,0,0,0,9,0,8,0,0,0,0,18,856,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
141414465,en,2612,0,0,0,18,0,8,0,22,0,0,21,166,0,0,0,0,0,0,0,0,14,3,2,3,0,0,0.0,0.0,0
238847129,en,3044,0,0,0,12,0,14,0,220,1454,36,4694,15874,0,1,0,0,0,0,0,0,30,11,0,9,0,1,0.55,0.85,0
4112091866,en,877,0,0,0,13,0,12,0,87,108,21,2770,5086,0,1,1,0,0,0,0,5,21,11,0,17,0,1,0.16,0.61,1
805876608,en,2053,1,0,0,7,0,8,0,3,78,0,1459,1263,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
32709009,en,3658,0,0,0,4,0,8,1,45,185,0,490,449,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
1707356868,en,1719,0,0,0,15,0,14,0,211,224,0,4741,591,0,1,1,0,0,0,0,0,9,5,0,4,0,1,0.0,0.0,0
72838078,en,3537,0,0,0,5,1,11,0,49,333,4,1966,3183,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
877326428399779840,en,27,0,0,1,11,1,13,0,1,0,0,24,254,0,0,1,0,0,0,0,0,27,5,122,0,0,0,0.0,0.0,1
457989851,en,2035,0,0,0,16,1,7,0,2,0,0,92,186,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
16426639,en,3886,0,0,0,17,0,7,1,946,493,21,2204,10867,0,1,0,0,0,0,0,0,19,4,0,8,0,1,0.17,0.53,1
606941037,en,2446,0,0,0,8,0,12,0,275,172,2,7570,3442,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
55486250,en,3586,0,0,0,21,1,9,0,57,227,0,2744,3252,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
375206895,en,2580,1,0,0,14,1,12,0,76,396,6,836,1370,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
736358793815162880,en,992,0,0,0,16,1,12,1,1639,0,10,2608,1841,0,1,1,0,1,0,0,0,23,5,0,4,0,1,0.25,0.25,0
286921614,en,2346,0,0,0,15,0,14,0,61,103,5,2491,3817,0,1,0,0,0,0,0,0,1,0,3,0,0,1,0.0,0.0,1
772041847497756672,en,299,0,0,0,16,0,15,0,0,0,0,155,306,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0.0,0.0,0
779045159216484352,en,280,0,0,0,18,0,15,0,0,0,0,61,128,0,0,1,0,0,0,0,0,20,5,1,5,0,0,0.0,0.0,0
836351550134050819,en,189,0,0,0,17,1,15,0,1,0,0,190,340,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
3390901529,en,1371,0,0,0,4,0,10,0,2267,4426,20,1988,167828,0,1,1,0,0,0,0,0,6,0,1,0,0,1,0.09,0.95,1
120059127,en,3361,0,0,0,3,0,11,1,339,231,0,206,201,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1
1398264302,en,1575,0,0,0,9,1,9,1,25,53,2,2039,3011,0,1,1,0,0,0,0,0,20,3,0,2,0,1,-0.6,0.9,1
1095353772,en,1675,0,0,0,8,0,12,0,12,81,2,1827,2531,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
877737529,en,1770,0,0,0,7,0,8,1,6,5,0,2057,2970,0,0,1,0,0,0,0,0,35,3,0,40,0,1,0.12,0.67,1
808074422770774016,en,857,0,0,0,8,0,10,0,6,33,0,352,452,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
940059289,en,2379,0,0,0,13,0,8,0,728,99,1,12989,21565,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0.0,0.0,0
999776965,en,1713,0,0,0,12,1,14,0,5,5,0,1182,1773,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
824576507154669569,en,154,0,0,0,12,0,12,0,0,0,0,152,333,0,0,1,0,0,0,0,0,25,2,0,0,0,0,0.33,0.67,0
825325272543158273,en,170,0,0,0,14,0,14,0,0,0,0,116,216,0,0,1,0,0,0,0,0,18,4,1,3,0,1,-0.67,1.0,0
36025478,en,3672,0,0,0,13,1,12,0,13,104,0,934,1767,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
765925609344294912,en,318,0,0,0,10,1,13,0,17,45,1,1331,1331,0,1,1,0,0,0,0,0,4,1,0,1,0,1,0.0,0.12,1
370744652,en,2161,0,0,0,13,0,9,0,31,0,0,943,1359,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
273248261,en,2971,0,0,0,12,0,8,1,1431,419,33,28647,6386,0,1,0,0,0,0,0,0,4,0,0,3,0,1,0.14,0.45,0
622141084,en,1882,0,0,0,13,0,11,0,84,0,0,2166,2937,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
828228597697626112,en,212,0,0,0,15,1,15,0,2,0,0,410,752,0,0,1,0,0,0,0,0,13,22,33,10,2,1,0.0,0.0,0
73606697,en,2903,0,0,0,16,1,7,0,15,70,1,2278,3257,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
835194008179773440,en,149,0,0,0,5,1,15,0,0,35,0,21,154,0,1,1,0,0,0,0,0,15,6,0,1,0,1,0.0,0.5,1
101719553,en,2789,0,0,0,18,0,11,1,108,0,8,2381,5402,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0.0,0.0,1
716393144980377600,en,789,0,0,0,10,0,10,1,9910,10058,520,28874,133609,0,1,0,0,1,0,0,0,10,2,0,3,0,1,-0.03,0.13,0
68199553,en,3536,0,0,0,7,1,13,0,9,8,0,925,1281,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
94288354,en,2817,0,0,0,12,0,6,0,4,21,0,2111,3190,0,0,0,0,0,0,0,0,7,2,0,4,0,1,-0.16,0.29,1
54970286,en,2969,0,0,0,17,1,13,0,35,0,0,1331,1888,0,1,1,0,0,0,0,0,13,4,0,7,0,1,0.0,0.0,1
2811394498,en,1685,0,0,0,20,0,11,0,535,451,4,22181,18461,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
3347510602,en,721,0,1,0,14,0,8,0,20,0,26,3342,3547,0,1,0,0,0,0,0,1,21,12,0,7,0,1,0.05,0.5,1
102203850,en,3413,0,0,0,16,0,12,0,286,472,0,461,657,0,0,1,0,0,0,0,0,8,1,0,11,0,0,0.0,0.0,0
308075505,en,2278,0,0,0,7,0,9,0,33,40,0,1371,2034,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
890654488016674816,en,2,0,0,1,13,1,15,0,1,0,2,170,296,0,1,1,0,0,0,0,0,7,4,42,2,0,0,0.0,0.0,0
1466303108,en,2180,0,0,0,14,0,9,1,208,138,5,3456,10922,0,1,1,0,0,0,0,0,4,0,0,1,0,1,0.38,0.5,0
2490139980,en,1833,0,0,0,4,0,7,0,604,272,4,10339,27314,0,1,1,0,0,0,0,0,8,3,5,7,0,0,0.0,0.0,0
890851088261423104,en,3,0,0,1,11,1,15,0,0,0,0,159,236,0,0,1,0,0,0,0,0,9,4,33,3,0,0,0.0,0.0,0
2938200861,en,975,0,0,0,11,0,13,0,73,0,4,4877,4867,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
890683942524907520,en,1,0,0,1,13,1,15,0,0,0,1,95,164,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
1971988639,en,2037,0,0,0,15,0,15,1,393,332,18,88063,67112,0,1,1,0,0,0,0,0,6,1,18,4,0,1,0.14,0.45,0
100052108,en,3074,0,0,0,15,1,14,0,168,1080,6,288,575,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
1708668794,en,2087,0,0,0,10,0,10,0,198,387,9,1984,2502,0,1,1,0,0,0,0,0,15,3,0,7,0,1,-0.15,0.42,0
30147163,en,3052,0,0,0,11,1,7,0,3,34,0,346,571,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
2521968698,en,1819,1,0,0,11,1,11,0,164,260,8,422,2479,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
566254350,en,2179,0,0,0,11,0,11,0,36,17,0,2462,2859,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
2590771538,en,1094,0,0,0,5,0,14,0,10,0,9,1253,1333,0,1,0,0,0,0,0,0,7,2,0,5,4,1,0.16,0.54,1
153930429,en,2724,0,0,0,8,1,13,0,15,17,1,2200,4173,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
3113654888,en,1511,0,0,0,6,0,11,0,189,48,0,4245,816,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
305105005,en,2792,0,0,1,13,0,15,0,46,59,0,923,1139,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
374889978,en,2200,0,0,0,18,1,14,0,162,397,4,1666,2866,0,1,0,0,0,1,0,0,26,8,0,13,0,1,-0.25,0.5,0
856765735401607168,en,133,0,0,0,16,1,15,0,0,0,0,129,253,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0.0,0.0,0
427992411,en,2720,0,0,0,15,0,14,0,535,463,0,4956,7625,0,1,0,0,0,1,0,0,12,3,4,5,0,1,-0.2,0.5,1
875860862896156672,en,15,0,0,1,14,1,14,0,1,0,0,69,371,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
206908737,en,2965,0,0,0,15,0,8,0,26,36,0,1747,2403,0,1,1,0,0,0,0,0,16,4,0,2,0,1,0.0,0.0,1
23441494,en,3289,0,0,0,12,1,8,0,3,12,1,874,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
603386381,en,2533,0,0,1,11,0,12,1,2639,1915,4,6004,17149,0,1,0,0,0,0,0,0,8,0,1,0,0,1,0.0,0.0,0
831812195382067200,en,246,0,0,0,5,1,15,0,15,9,0,56,695,0,1,1,0,0,0,0,0,16,3,0,2,0,1,0.11,0.28,1
765661439831007232,en,318,0,0,0,16,0,15,0,20,18,0,1332,1332,0,1,1,0,0,0,0,0,21,4,0,9,0,1,0.28,0.46,1
595075029,en,2543,0,0,0,6,0,13,1,696,560,3,27292,26587,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1
2191813178,en,1378,0,0,0,12,0,12,1,9,34,1,1074,1527,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
847332387709005824,en,767,0,0,0,14,1,15,0,68,87,1,644,904,0,0,1,0,0,0,0,0,13,2,0,2,0,1,-0.14,0.63,0
2722464194,en,1738,0,0,0,13,1,15,0,457,427,0,10941,7045,0,1,1,0,0,0,0,0,3,1,0,8,0,0,0.0,0.0,0
1333377494,en,2231,0,1,0,1,0,10,0,113,214,1,3008,3615,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1
4111363334,en,701,0,0,0,15,0,14,0,14,48,8,2737,4622,0,1,1,0,0,0,0,0,5,0,0,0,0,1,0.0,0.0,1
18236662,en,3798,0,0,0,16,0,15,1,216,228,10,87,2151,0,0,1,0,0,0,0,0,22,4,0,3,0,1,0.6,1.0,0
2280006756,en,1957,0,1,0,9,0,7,0,287,83,2,22611,11059,0,1,0,0,0,0,0,0,9,0,2,3,2,1,0.5,0.5,0
772008636856070144,en,299,0,0,0,13,0,12,0,0,0,1,141,354,0,0,1,0,0,0,0,0,14,5,0,11,0,1,0.0,0.0,0
765945025968701440,en,327,0,0,0,14,1,15,0,17,0,0,1236,1236,0,1,1,0,0,0,0,1,11,4,0,2,0,1,0.5,0.5,1
499700843,en,2599,0,1,0,9,1,10,0,7,13,2,1907,2704,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
835467786046558208,en,90,0,0,0,4,1,15,0,25,0,0,39,200,0,1,1,0,0,0,0,0,10,1,0,2,0,1,0.5,1.0,1
438962630,en,2077,0,0,0,6,0,11,0,8,0,0,2441,3429,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
954326816,en,1741,0,0,1,18,0,13,0,460,0,2,9283,11005,0,1,0,0,0,0,0,0,18,6,4,10,0,1,0.0,0.0,1
772318922196393984,en,299,0,0,0,9,1,15,0,0,0,0,66,169,0,0,1,0,0,0,0,0,10,5,52,3,0,0,0.0,0.0,0
307537399,en,2235,0,0,0,6,0,12,0,39,0,0,44,5407,0,1,0,0,0,0,0,0,7,0,1,1,0,0,0.0,0.0,0
24880454,en,3672,0,1,0,20,0,15,1,63,1626,40,2340,365,0,1,1,0,1,0,0,0,5,1,0,4,0,1,0.0,0.3,1
504843942,en,2638,0,0,0,11,0,10,0,538,306,12,21222,133761,0,1,0,0,0,0,0,0,14,4,3,1,0,1,-0.16,0.29,0
493399560,en,2016,0,0,0,14,1,7,0,109,1435,2,1361,1899,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
393595396,en,2768,0,0,0,6,0,8,1,799,1525,14,12272,30395,0,0,1,0,1,2,0,0,8,3,0,1,0,1,0.8,1.0,1
772524391561306112,en,298,0,0,0,13,0,12,0,0,0,0,47,109,0,0,1,0,0,0,0,0,10,5,0,2,0,1,0.0,0.0,0
103976632,en,3112,0,0,0,14,0,8,0,44,394,0,2524,3499,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
26960769,en,3676,0,0,0,5,1,8,1,107,442,1,2780,3728,0,0,0,0,0,0,0,0,5,2,0,1,0,1,0.0,0.0,1
4663745835,en,1234,0,0,1,6,0,15,0,916,658,3,24327,10072,0,1,1,0,0,0,0,1,1,1,1,3,1,0,0.0,0.0,0
27760619,en,3069,0,0,0,15,0,15,0,88,213,1,2322,4030,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
24000028,en,3719,0,0,0,8,0,6,0,605,642,19,1812,70656,0,1,1,0,0,1,0,0,13,5,0,11,0,1,0.5,0.6,0
51577044,en,2973,0,0,0,5,0,13,0,3,2,0,1448,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
3099611163,en,1508,0,0,0,7,0,9,0,320,127,4,16124,22097,0,1,1,0,0,0,0,0,8,0,0,0,0,1,0.0,0.0,0
772387996972748800,en,298,0,0,0,14,0,13,0,0,0,0,69,157,0,0,1,0,0,0,0,0,17,6,3,1,0,0,0.0,0.0,0
495397200,en,1979,0,0,0,11,1,12,0,170,0,1,39,546,0,1,1,0,0,0,0,0,5,4,0,1,2,0,0.0,0.0,0
28978645,en,3063,0,0,0,14,0,11,1,32,0,2,1247,1894,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
45680176,en,2990,0,0,0,17,0,8,0,104,0,0,114,280,0,1,0,0,0,0,0,0,4,2,0,1,0,0,0.0,0.0,0
180454369,en,3194,0,0,0,13,0,14,0,2391,1999,42,5837,987,0,1,1,0,0,1,0,0,14,6,0,14,0,1,0.25,1.0,0
256418377,en,2939,0,0,0,7,0,10,0,22,13,1,2114,2912,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
1579065750,en,1858,0,0,0,8,0,9,0,13,15,0,2453,3339,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
819518438825660417,en,856,0,0,0,20,0,12,1,3689,2308,423,1454,31586,0,1,1,0,0,7,0,0,12,8,0,9,0,1,0.0,0.0,1
235416033,en,3052,0,0,0,27,0,11,1,37908,36068,68,137332,17025,0,1,0,0,1,0,0,2,15,10,4,15,3,1,0.0,0.0,0
2992275571,en,885,0,0,0,12,1,11,0,7,0,0,578,874,0,0,1,0,0,0,0,0,3,2,0,1,0,1,0.0,0.0,1
261516766,en,2994,0,0,0,12,0,8,0,143,477,0,1663,3558,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
820685256751742977,en,217,0,0,0,12,1,13,0,10,0,0,1064,1628,0,1,1,0,0,0,0,0,9,5,0,4,0,1,-0.1,0.5,1
895448451957366790,en,27,0,0,1,17,1,15,0,1,0,0,115,175,0,0,1,0,0,0,0,0,5,3,24,2,0,0,0.0,0.0,0
132142091,en,2691,0,0,0,7,0,10,0,28,0,2,1135,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
121158213,en,3358,0,1,1,38,0,10,1,133209,138284,2485,5714,1710193,0,1,0,0,1,0,0,0,21,6,3,4,0,1,0.0,0.0,0
800960046251130880,en,905,0,0,1,7,0,11,1,111,145,0,6588,1577,0,1,1,0,0,0,0,0,1,0,1,7,0,0,0.0,0.0,0
587846525,en,1920,0,0,0,5,1,7,0,4,0,0,2546,3615,0,0,1,0,0,0,0,0,4,4,0,8,0,1,0.14,0.45,1
435941510,en,2638,0,0,0,14,1,11,0,16,82,2,1889,12522,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
271192703,en,2345,0,0,0,14,0,14,0,70,82,0,2229,3232,0,0,1,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0,1
1144514653,en,2295,1,0,0,18,0,9,0,218,130,2,82,13375,0,1,0,0,0,0,0,0,7,2,0,0,0,0,0.0,0.0,0
334459820,en,2228,0,0,1,13,0,9,0,15,11,0,1485,2203,0,0,0,0,0,0,0,0,7,1,1,6,0,1,1.0,0.3,1
71145807,en,2864,0,0,0,12,1,7,0,76,68,1,4663,3658,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
366744934,en,2815,0,0,0,12,0,8,1,1954,991,58,3287,12204,0,1,0,0,0,0,0,5,18,11,1,0,0,1,-0.17,0.17,0
131956537,en,3323,0,0,0,1,0,14,0,700,143,5,25168,8201,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0.0,0.0,0
303865602,en,2338,0,1,0,20,0,14,0,10,0,1,1327,1683,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
2294895241,en,1329,0,0,0,11,0,8,1,213,696,20,656,313,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
848525070,en,1847,0,0,0,12,1,12,0,9,104,1,914,1268,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
877441038608211970,en,28,0,0,1,13,1,15,0,0,0,0,38,245,0,0,1,0,0,0,0,0,10,0,53,0,0,0,0.0,0.0,1
